X,y
0.10292247147901223,5.738849824904181
0.17194260557609198,4.278805964756746
0.23225206359998862,3.5438041639655466
0.2904180608409973,3.0805539070900947
0.3252579649263976,0.14534152904726882
0.48836057003191935,2.161760853876486
0.6101911742238941,2.9859877188613053
0.6974693032602092,6.952254043784721
0.7799726016810132,5.365974490168457
0.7800932022121826,0.09964195906147033
0.8526206184364576,5.519207916977011
0.9091248360355031,3.921701930854505
0.9170225492671691,3.2178915748489274
0.9242722776276352,6.463334869163685
0.9983689107917987,7.771470427299546
1.0616955533913808,7.7659896986092765
1.2938999080000846,4.405328741349862
1.4561457009902097,6.634880405365364
1.4607232426760908,8.263499342265376
1.5212112147976886,10.246497138634552
1.5230688458668533,6.621421678885337
1.5585553804470549,7.582467748560445
1.8318092164684585,7.241623097422904
1.8727005942368125,7.342491456427744
2.1597250932105787,14.884703130420348
2.2007624686980067,16.637997471194012
2.28034992108518,13.855509205121397
2.475884550556351,18.61519309821586
2.571172192068058,18.08888231609077
2.600340105889054,15.911180141569163
2.6237821581611893,18.70315424187396
2.7335513967163982,22.972232696659034
2.9620728443102124,21.99442904212182
2.993292420985183,26.419827786072624
3.005575058716044,16.127093247384657
3.0377242595071916,25.175136415575
3.0592644736118975,23.63832165365966
3.31261142176991,26.37957285463561
3.4211651325607844,29.042814429633857
3.540362888980227,25.764029421994525
3.6599697090570253,32.1813053366695
3.925879806965068,38.32046832656498
4.041986740582305,43.28429437670471
4.162213204002109,40.60349417803689
4.330880728874676,43.23994076457506
4.546602010393911,48.51399937982145
4.7444276862666666,56.394734477642714
4.75357153204958,55.133340558265246
4.828160165372797,54.676817731829445
4.8495492608099715,57.77407462628678
